training_id,employee_id,course_name,category,start_date,end_date,duration_days,completion_status,score,cost_lkr,trainer,department,year
TRN284460,EMP017780,Customer Handling,soft skills,2024-04-26,06/05/2024,10,Incomplete,80,55688.93,online,Eng,
TRN139112,EMP007027,Cybersecurity Awareness,soft skills,2022-06-30,15/07/2022,15,Dropped,44,61989.7,External,Engineering,2022
TRN780017,EMP005511,Communication Skills,Soft Skills,09-19-2022,2022-09-28,9,COMPLETED,95,95403.98,,Customer Support,2022
TRN713410,EMP014049,Leadership Fundamentals,,08-17-2021,2021/08/30,13,Incomplete,84,107301.12,EXTERNAL,FINANCE,2021
TRN683520,EMP006261,Six Sigma Green Belt,soft skills,2021-03-13,03-24-2021,11,in progress,51,122228.03,EXTERNAL,Engineerng,2021
TRN290895,EMP015264,Digital Transformation,Leadership,2022-07-21,"August 03, 2022",13,COMPLETED,51,43558.9,External,human resources,2022
TRN208809,EMP010737,Strategic Planning,,"August 12, 2022",2022/08/25,13,in progress,82,79801.13,online,marketing,2022
TRN895167,EMP016714,SQL Essentials,N/A,2020/09/18,2020/09/23,5,,,84383.36,Online,PROCUREMENT,2020
TRN287605,EMP018096,Risk Management,Leadership,2020-03-11,"March 24, 2020",13,COMPLETED,52,144739.52,Internal,human resources,2020
TRN430263,EMP008016,Emotional Intelligence,Compliance,07-30-2023,01 Aug 2023,2,In Progress,86,146503.28,Internal,Mktg,2023
TRN584080,EMP006413,Advanced Excel,N/A,"September 29, 2021","October 14, 2021",15,COMPLETED,74,98138.77,External,Research & Dev,
TRN198121,EMP019150,communication skills,Compliance,27 Dec 2020,2020-12-30,3 days,Dropped,66,10782.6,online,Procurement,2020
TRN807825,EMP002043,Cybersecurity Awareness,TECHNICAL,04 Jan 2023,01-14-2023,10,,62,89610.2,internal,Engineering,2023
TRN142400,EMP015403,Emotional Intelligence,TECHNICAL,03-06-2023,,12 days,Completed,77,138155.03,Internal,Legal,2023
TRN434400,EMP002792,negotiation skills,soft skills,14/03/2022,2022/03/29,15,,80,24783.67,internal,SALES,2022
TRN539397,EMP006790,Power BI Basics,TECHNICAL,"December 15, 2020",30/12/2020,15,,58,35091.63,Internal,marketing,2020
TRN664857,EMP015032,Emotional Intelligence,TECHNICAL,30/01/2022,"February 14, 2022",15,completed,95,10190.97,Online,it,2022
TRN824075,EMP015676,Time Management,Soft Skills,02 Dec 2021,08/12/2021,6,Completed,56,118477.14,EXTERNAL,human resources,2021
TRN547086,EMP007385,Financial Acumen,Soft Skills,"September 04, 2021",,8,in progress,54,33716.38,internal,Customer service,2021
TRN221557,EMP000979,Data Analysis,Compliance,2023-08-02,"August 16, 2023",14,in progress,61,146981.82,,IT,2023
TRN476134,EMP018571,Agile & Scrum,Soft Skills,2023-03-11,2023/03/17,6 days,Dropped,42,130953.09,online,RnD,2023
TRN363367,EMP010612,Digital Transformation,soft skills,"February 28, 2024",2024/03/09,10,in progress,74,146957.15,Online,customer support,2024
TRN596013,EMP016244,Financial Acumen,Compliance,12 Mar 2024,,15,,92,117036.81,Online,Human Resource,
TRN205308,EMP003197,Financial Acumen,,"April 20, 2020",2020-04-24,4,Completed,66,66210.96,EXTERNAL,Customer Support,2020
TRN101792,EMP000370,Data Analysis,Soft Skills,07-15-2021,,6 days,Incomplete,,59898.69,,IT,2021
TRN480462,EMP007226,Time Management,Compliance,2020-08-21,2020/08/26,5,In Progress,99,71903.83,,Marketting,2020
TRN592336,EMP009137,Risk Management,Technical,23 Dec 2021,26/12/2021,3,,,73526.45,Online,OPERATIONS,2021
TRN116627,EMP013199,Strategic Planning,N/A,"July 19, 2022","August 02, 2022",14,in progress,90,,Online,Research & Dev,2022
TRN991278,EMP016189,Design Thinking,Compliance,27/07/2021,2021-08-03,7,Incomplete,45,29900.27,online,CS,2021
TRN676612,EMP001484,Project Management,Technical,05/12/2021,09 Dec 2021,4,in progress,72,125376.51,,engineering,2021
TRN402543,EMP006667,SQL Essentials,soft skills,02-16-2022,02/03/2022,14,Dropped,80,73550.58,online,it,2022
TRN295280,EMP018518,Strategic Planning,soft skills,12-13-2021,2021-12-28,15,,50,11289.41,Online,Engineerng,2021
TRN227367,EMP019754,Communication Skills,,2024/03/15,16/03/2024,1,In Progress,93,47709.19,internal,Finance,2024
TRN287531,EMP019092,Emotional Intelligence,Compliance,2022-06-12,21/06/2022,9,Dropped,,128599.63,Online,OPERATIONS,2022
TRN394320,EMP008978,Advanced Excel,TECHNICAL,"April 23, 2021",2021-05-01,8,Completed,,76307.65,Internal,Legal,2021
TRN260837,EMP002444,Six Sigma Green Belt,,28 Oct 2022,2022-11-06,9,in progress,87,144828.89,EXTERNAL,marketing,2022
TRN757715,EMP018456,Cybersecurity Awareness,TECHNICAL,2023-09-24,"September 26, 2023",2,completed,70,126963.3,EXTERNAL,FINANCE,2023
TRN911220,EMP008645,Risk Management,TECHNICAL,13/04/2024,04-19-2024,6,Incomplete,99,53483.98,internal,Procurement,2024
TRN632342,EMP001921,Cybersecurity Awareness,Soft Skills,10-10-2020,2020-10-15,5,in progress,84,,External,Information Technology,2020
TRN761057,EMP004248,Communication Skills,soft skills,"March 09, 2023",2023-03-20,11,COMPLETED,66,33493.21,,Cust Support,
TRN278944,EMP019139,Leadership Fundamentals,,2020-11-30,"December 05, 2020",5,completed,74,,online,Sale,2020
TRN833766,EMP017165,Data Analysis,soft skills,"August 01, 2023",08-11-2023,10,in progress,42,58015.96,Internal,ENGINEERING,2023
TRN608023,EMP009268,Cloud Computing Basics,Soft Skills,2021/06/21,07-02-2021,11,completed,,82784.6,Online,Customer Support,2021
TRN505008,EMP014551,Advanced Excel,TECHNICAL,09-29-2022,"October 13, 2022",14,Incomplete,60,26311.64,Internal,Slaes,2022
TRN934571,EMP007581,Cybersecurity Awareness,Leadership,2020/05/03,05-09-2020,6,Completed,100,14372.76,EXTERNAL,sales,2020
TRN988837,EMP003322,Python for Analytics,Compliance,2022/05/28,"May 30, 2022",2,Incomplete,61,146897.55,External,HR,2022
TRN774797,EMP018358,SQL Essentials,,29/07/2022,08-01-2022,3,completed,59,109526.24,External,Sales,2022
TRN572571,EMP006550,Power BI Basics,soft skills,"January 22, 2020",01-26-2020,4,Dropped,80,61655.87,Internal,Admin,2020
TRN859806,EMP019769,Customer Handling,soft skills,2020-08-22,2020/08/30,8,COMPLETED,60,29495.05,EXTERNAL,H.R.,2020
TRN495705,EMP001142,data analysis,technical,2020-11-11,21/11/2020,10,in progress,52,58117.85,Internal,Administraton,2020
TRN410839,EMP018674,SQL Essentials,,2020-11-07,2020-11-15,8,COMPLETED,95,42326.86,internal,CS,2020
TRN434156,EMP014813,Negotiation Skills,Leadership,09-06-2023,"September 21, 2023",15,Dropped,81,95582.17,EXTERNAL,Slaes,2023
TRN261473,EMP008319,customer handling,Leadership,2023-03-24,03-28-2023,4,completed,80,8998.42,EXTERNAL,I.T.,2023
TRN928514,EMP012746,Leadership Fundamentals,TECHNICAL,2021-07-13,2021-07-15,2,In Progress,79,,EXTERNAL,Legel,
TRN317984,EMP017001,Time Management,N/A,05 Oct 2021,2021/10/14,9,In Progress,64,133481.21,internal,Fin,2021
TRN742263,EMP000465,risk management,technical,02-25-2023,27 Feb 2023,2,Incomplete,77,63146.61,online,sales,
TRN957722,EMP001970,Cybersecurity Awareness,Soft Skills,17 Aug 2023,"August 27, 2023",10,Completed,97,24089.44,online,admin,2023
TRN901829,EMP019473,Python for Analytics,Soft Skills,2024/07/14,2024/07/19,5,,58,54258.23,,Operations,2024
TRN760719,EMP001117,SQL Essentials,Compliance,2023/07/22,"July 25, 2023",3,completed,80,5856.86,internal,Legel,2023
TRN608239,EMP010649,Conflict Resolution,Compliance,2020-04-26,2020-04-30,4 days,Incomplete,55,6696.61,Internal,sales,2020
TRN926282,EMP980329,Time Management,Soft Skills,2024/05/27,"June 08, 2024",12,completed,69,73300.47,EXTERNAL,Operatons,2024
TRN850109,EMP003166,Conflict Resolution,Leadership,14/10/2023,17 Oct 2023,3,Incomplete,64,27655.72,External,LEGAL,2023
TRN144303,EMP003005,Negotiation Skills,N/A,2023-12-13,2023/12/22,9,COMPLETED,,106892.78,EXTERNAL,Operatons,2023
TRN771673,EMP005395,Emotional Intelligence,Leadership,18/12/2020,22/12/2020,4,in progress,83,95325.06,Internal,PROCUREMENT,2020
TRN642815,EMP009066,project management,Soft Skills,2022-07-31,08 Aug 2022,8 days,,46,115519.53,Online,customer support,2022
TRN226532,EMP005246,Time Management,Soft Skills,12-05-2020,18/12/2020,13,COMPLETED,68,53892.44,online,Fin,2020
TRN707821,EMP005066,Conflict Resolution,Compliance,"October 16, 2023","October 23, 2023",7,Completed,,53926.82,internal,MARKETING,2023
TRN616565,EMP008726,Cybersecurity Awareness,Leadership,05/02/2021,11 Feb 2021,6,in progress,92,56871.37,,Admin,2021
TRN516520,EMP013356,SQL Essentials,N/A,"October 02, 2022",2022/10/12,10,in progress,69,118985.61,Internal,Procurement,2022
TRN924091,EMP005874,Data Analysis,Leadership,05-27-2023,,1,Completed,,,Online,Marketing,2023
TRN858447,EMP019969,Conflict Resolution,TECHNICAL,2023-01-18,31 Jan 2023,13,In Progress,,135721.6,Online,human resources,2023
TRN525699,EMP008494,Data Analysis,soft skills,2021/01/03,2021/01/12,9,In Progress,55,107686.35,External,Humaan Resources,2021
TRN727415,EMP004916,Conflict Resolution,soft skills,16/09/2023,19 Sep 2023,3,COMPLETED,88,108739.83,internal,Marketing,2023
TRN191507,EMP008769,Strategic Planning,N/A,16/01/2024,30/01/2024,14,COMPLETED,,132058.57,internal,Admin,2024
TRN750124,EMP013436,HR Compliance,N/A,2022/02/13,02-19-2022,6,Completed,94,,online,Info Tech,2022
TRN730607,EMP015803,Advanced Excel,Compliance,2022-05-05,18 May 2022,13,Incomplete,52,137625.07,External,operations,2022
TRN607357,EMP000956,Data Analysis,Technical,05-14-2023,17/05/2023,3,,,,External,Research and Development,2023
TRN760798,EMP008724,Agile & Scrum,soft skills,"July 05, 2022",19 Jul 2022,14,Dropped,75,37399.27,External,Procurment,
TRN962310,EMP004694,Agile & Scrum,Leadership,2024-02-19,2024-03-03,13,completed,,85273.69,internal,legal,2024
TRN600936,EMP002891,Communication Skills,Technical,27 Jan 2024,02-08-2024,12,in progress,93,59622.35,Online,R&D,2024
TRN691015,EMP018346,Strategic Planning,technical,"September 02, 2022",17 Sep 2022,15,COMPLETED,67,138497.88,EXTERNAL,Fin,2022
TRN928277,EMP005658,Data Analysis,Leadership,2024/06/12,,7,Incomplete,85,45776.35,Online,I.T.,2024
TRN508793,EMP006146,HR Compliance,TECHNICAL,23 Feb 2023,03-09-2023,14,Dropped,,8652.0,internal,Engineerng,2023
TRN898859,EMP011731,Conflict Resolution,Soft Skills,2022/12/28,05/01/2023,8,Completed,62,100405.97,External,Mktg,2022
TRN634288,EMP005606,Negotiation Skills,TECHNICAL,"February 19, 2020",21 Feb 2020,2,In Progress,81,59165.75,Online,Fiance,2020
TRN507686,EMP009224,Conflict Resolution,Compliance,2023-05-25,05-28-2023,3,,76,138611.57,Online,MARKETING,
TRN579883,EMP006490,SQL Essentials,Leadership,21 Feb 2023,"February 22, 2023",1,completed,,80623.5,External,Customer service,2023
TRN256187,EMP004127,Customer Handling,Leadership,"October 13, 2023",10-16-2023,3,Dropped,58,133656.08,internal,it,2023
TRN518483,EMP958196,Data Analysis,technical,2022/01/17,29 Jan 2022,12,Completed,49,103787.4,EXTERNAL,Mktg,2022
TRN939950,EMP014417,agile & scrum,Technical,"September 03, 2020",15 Sep 2020,12,Incomplete,66,50097.96,Internal,RnD,2020
TRN261357,EMP012786,Strategic Planning,TECHNICAL,09-26-2023,"October 09, 2023",13,Dropped,52,,Internal,procurement,2023
TRN791319,EMP007511,Digital Transformation,technical,"July 27, 2021",07/08/2021,11,Incomplete,47,7728.41,online,it,2021
TRN816482,EMP012447,Strategic Planning,Compliance,2020/08/25,04 Sep 2020,10,,,81102.07,Online,FINANCE,2020
TRN450086,EMP016958,Power BI Basics,TECHNICAL,2024/05/26,2024/05/28,2,Dropped,44,48021.0,EXTERNAL,Legel,2024
TRN602497,EMP010081,Digital Transformation,TECHNICAL,2022/07/11,07-21-2022,10,COMPLETED,63,71959.99,,Marketing,2022
TRN639874,EMP979488,SQL Essentials,soft skills,10-30-2022,2022-11-09,10,Incomplete,42,,EXTERNAL,Legal,2022
TRN281978,EMP000546,HR Compliance,,23 Feb 2020,2020/03/04,10,completed,56,16024.91,Internal,human resources,2020
TRN734109,EMP019283,Leadership Fundamentals,,2021/08/20,21/08/2021,1,in progress,90,28718.96,internal,MARKETING,2021
TRN111918,EMP014894,Customer Handling,technical,2024/04/10,04-15-2024,5,Completed,55,129924.87,Online,Fiance,2024
TRN550695,EMP005295,Project Management,N/A,15 Jan 2024,2024/01/28,13,completed,96,119608.79,External,Humaan Resources,2024
TRN531586,EMP010903,Project Management,,03 Apr 2020,16 Apr 2020,13,,52,97907.15,Online,Human Resources,2020
TRN274977,EMP019780,Communication Skills,N/A,05-08-2022,,8,COMPLETED,94,101478.1,Internal,finance,2022
TRN153625,EMP015007,Communication Skills,TECHNICAL,25/03/2024,,11,Incomplete,52,109383.33,,Ops,2024
TRN694323,EMP007614,Data Analysis,Compliance,2022/11/20,2022/11/29,9,in progress,41,78113.17,External,HR,2022
TRN874243,EMP008354,project management,,2022-12-17,"December 26, 2022",9,COMPLETED,69,,Online,Mktg,2022
TRN152788,EMP003586,Time Management,TECHNICAL,2022/09/17,2022/10/02,15,COMPLETED,44,91574.53,Internal,admin,2022
TRN267527,EMP013147,Cybersecurity Awareness,Leadership,15/09/2022,,2,In Progress,50,113092.61,EXTERNAL,procurement,
TRN381987,EMP003570,Cloud Computing Basics,technical,"April 02, 2021",2021/04/06,4,COMPLETED,63,120280.57,Internal,finance,2021
TRN943725,EMP009978,Conflict Resolution,Leadership,"September 06, 2021",18/09/2021,12,Dropped,49,104705.07,Online,Ops,2021
TRN929424,EMP003231,Customer Handling,soft skills,13 May 2020,2020/05/18,5,Dropped,64,76052.88,External,it,2020
TRN979894,EMP013544,SQL Essentials,soft skills,"November 20, 2022",30/11/2022,10,Dropped,90,52555.52,online,Sale,2022
TRN228641,EMP011410,Power BI Basics,soft skills,"April 26, 2023",2023/05/04,8,in progress,,25091.24,online,Procurment,2023
TRN186876,EMP008523,Digital Transformation,soft skills,2022/12/13,12-17-2022,4,,80,63434.43,online,Customer Support,2022
TRN652603,EMP015907,Cloud Computing Basics,Leadership,19 Sep 2021,2021/09/23,4,completed,54,16513.64,EXTERNAL,Sale,2021
TRN160777,EMP012412,Cloud Computing Basics,Leadership,2023/04/10,2023/04/17,7,in progress,72,129850.12,internal,Procurment,2023
TRN953448,EMP014075,Communication Skills,soft skills,2020/05/10,11/05/2020,1,completed,,7709.81,Online,Research & Dev,2020
TRN313146,EMP012672,Time Management,soft skills,10/12/2021,20 Dec 2021,10,COMPLETED,60,12109.62,online,Sales,2021
TRN897811,EMP010857,Cybersecurity Awareness,Compliance,04-20-2021,2021/04/30,10,Completed,78,106452.3,,R&D,2021
TRN603791,EMP006721,Customer Handling,Soft Skills,2022/08/27,2022-09-09,13,,82,24486.5,Internal,CS,
TRN249385,EMP005286,negotiation skills,Leadership,09-13-2021,25 Sep 2021,12,COMPLETED,67,11076.71,Online,finance,2021
TRN290081,EMP002708,Digital Transformation,TECHNICAL,2020-10-14,2020/10/24,10,COMPLETED,46,117585.14,,Procurement,2020
TRN659757,EMP014138,Digital Transformation,technical,"March 05, 2024",07 Mar 2024,2 days,completed,,38483.03,Online,Proc,2024
TRN739328,EMP018474,presentation skills,soft skills,04 Feb 2021,2021/02/05,1,Dropped,46,144645.74,,Administration,2021
TRN378860,EMP014859,Conflict Resolution,TECHNICAL,"March 12, 2024",26/03/2024,14,completed,48,40892.97,internal,engineering,2024
TRN957684,EMP012291,Time Management,Leadership,"July 27, 2024","August 11, 2024",15,,64,40712.73,Online,Information Technology,2024
TRN548087,EMP000086,risk management,technical,02-15-2024,02-19-2024,4,COMPLETED,46,138488.53,Internal,Legel,2024
TRN786319,EMP006301,Digital Transformation,soft skills,09-02-2022,2022/09/06,4,Incomplete,56,126792.99,Online,LEGAL,2022
TRN818663,EMP002867,Financial Acumen,Technical,15 Jun 2024,2024/06/25,10,In Progress,61,114737.72,Internal,Research and Development,2024
TRN266781,EMP006938,Cloud Computing Basics,Technical,19 Mar 2022,04-02-2022,14,In Progress,45,118118.14,Internal,Sales,2022
TRN909183,EMP015285,Digital Transformation,,30 Aug 2023,,8,in progress,51,144881.59,online,H.R.,2023
TRN122834,EMP004221,Six Sigma Green Belt,Leadership,09-26-2023,09-29-2023,3,Completed,87,86535.27,EXTERNAL,Fiance,2023
TRN224264,EMP013112,Project Management,Leadership,25/09/2021,03 Oct 2021,8,Completed,67,148770.56,Internal,Sales,2021
TRN893240,EMP015335,Python for Analytics,TECHNICAL,2023/07/27,04 Aug 2023,8,,61,134598.23,EXTERNAL,engineering,2023
TRN901572,EMP008546,Cloud Computing Basics,TECHNICAL,"March 03, 2023",03-07-2023,4,completed,96,53474.4,online,Marketting,2023
TRN600985,EMP013742,Conflict Resolution,N/A,2023-08-09,2023/08/19,10,Completed,88,12471.1,External,Sales,2023
TRN841411,EMP010289,Design Thinking,N/A,28/05/2024,06-11-2024,14,In Progress,47,41758.54,,finance,2024
TRN467379,EMP007398,digital transformation,soft skills,07-12-2020,2020/07/20,8,completed,41,95900.96,EXTERNAL,Slaes,2020
TRN956970,EMP015356,SQL Essentials,TECHNICAL,"November 06, 2023",14/11/2023,8,In Progress,99,90432.24,internal,Information Technology,2023
TRN360682,EMP007973,Conflict Resolution,Leadership,16/12/2022,17/12/2022,1,Incomplete,46,121004.44,EXTERNAL,Procurment,2022
TRN310560,EMP008864,Project Management,technical,18 Jul 2021,2021-07-20,2,In Progress,47,84730.11,Internal,Operatons,2021
TRN894651,EMP002499,Emotional Intelligence,technical,19/07/2024,2024/07/22,3,Incomplete,,129773.14,Online,Research and Development,2024
TRN238573,EMP008934,Conflict Resolution,N/A,27 Jan 2024,05/02/2024,9,Incomplete,94,38644.38,,ENGINEERING,2024
TRN331054,EMP008773,Advanced Excel,Leadership,2023-02-02,17/02/2023,15,COMPLETED,78,5547.5,External,CS,2023
TRN247539,EMP009297,Advanced Excel,TECHNICAL,10-17-2022,"October 31, 2022",14,Completed,66,,Online,Procurment,2022
TRN618287,EMP011060,SQL Essentials,Technical,2023/08/17,2023-09-01,15,COMPLETED,40,144546.86,Online,Customer service,2023
TRN817292,EMP009735,hr compliance,soft skills,2022/04/20,"May 01, 2022",11,Dropped,51,85772.18,Online,finance,2022
TRN888597,EMP007422,Python for Analytics,N/A,10 Feb 2023,"February 12, 2023",2,,68,51268.77,Internal,Sales,2023
TRN542015,EMP018612,Power BI Basics,Technical,02/05/2020,08/05/2020,6,,64,78249.95,Internal,Customer service,2020
TRN859081,EMP016965,Project Management,Compliance,25/06/2022,2022/07/02,7,,86,,,Cust Support,2022
TRN233003,EMP008740,Project Management,Technical,02-20-2022,2022-02-21,1,Incomplete,76,136132.15,External,Cust Support,2022
TRN909525,EMP015172,agile & scrum,soft skills,2022-07-24,2022/08/07,14,Incomplete,54,10246.57,online,customer support,2022
TRN493212,EMP934496,Negotiation Skills,soft skills,03-25-2024,"April 04, 2024",10,Completed,75,,online,Human Resource,2024
TRN520665,EMP011466,Financial Acumen,technical,"July 30, 2023",2023/08/04,5,Dropped,65,49357.33,Online,MARKETING,2023
TRN800758,EMP013271,Project Management,TECHNICAL,"April 28, 2024",2024/05/02,4 days,,85,122462.99,Online,Marketting,2024
TRN855181,EMP008852,Risk Management,technical,31/10/2020,2020-11-02,2,Completed,69,30183.16,Online,sales,2020
TRN522880,EMP009483,Python for Analytics,Soft Skills,30/10/2023,31 Oct 2023,1,in progress,64,46172.49,Internal,sales,2023
TRN321971,EMP017570,Six Sigma Green Belt,Technical,08 Jul 2022,2022/07/22,14,completed,78,27733.12,Online,Fiance,2022
TRN994807,EMP015696,Negotiation Skills,Technical,2021/07/31,"August 01, 2021",1 days,In Progress,40,86768.72,Internal,Human Resource,2021
TRN568569,EMP010846,Emotional Intelligence,,04 Apr 2022,"April 12, 2022",8,Dropped,77,48305.75,,customer support,2022
TRN462639,EMP004258,agile & scrum,Compliance,2020-10-28,2020-11-05,8 days,In Progress,89,13575.47,External,procurement,2020
TRN989622,EMP009984,python for analytics,Soft Skills,04-26-2022,2022/05/01,5,Completed,83,107400.02,EXTERNAL,I.T.,2022
TRN676229,EMP016724,Negotiation Skills,soft skills,05 Apr 2021,2021-04-10,5,COMPLETED,56,128569.02,EXTERNAL,SALES,2021
TRN565311,EMP019290,SQL Essentials,Compliance,2023-11-07,2023/11/14,7,,100,7987.79,External,R&D,2023
TRN431448,EMP019776,Emotional Intelligence,TECHNICAL,12-09-2020,,1,,80,19409.01,,FINANCE,2020
TRN447686,EMP014709,Presentation Skills,Soft Skills,02-26-2020,"March 06, 2020",9 days,Incomplete,78,68206.01,internal,Administration,2020
