goal_id,employee_id,goal_type,goal_description,set_date,due_date,target_value,achieved_value,achievement_pct,status,quarter,department,priority
GOAL850752,EMP001324,Team Building,Achieve team building target for the period,"September 17, 2022",12-02-2022,869898.43,1099228.61,126.4%,Cancelled,Q3 2023,RnD,Low
GOAL805333,EMP015305,Training Completion,Achieve training completion target for the period,"October 06, 2022","December 28, 2022",887154.75,666534.1,75.1%,,q3 2022,Operations,Medium
GOAL149808,EMP017849,Cost Reduction,Achieve cost reduction target for the period,06 Oct 2023,"March 23, 2024",198080.42,211415.24,106.7%,overdue,Q3 2023,Proc,MEDIUM
GOAL150118,EMP008756,Project Delivery,Achieve project delivery target for the period,2022/05/25,07-22-2022,625716.66,305020.11,,N/A,Q3 2023,Administraton,Low
GOAL563121,EMP017737,Sales Target,Achieve sales target target for the period,2021/07/20,2021-11-10,693361.99,798374.16,115.1%,cancelled,Q2 2022,Ops,MEDIUM
GOAL744993,EMP002268,Quality Improvement,Achieve quality improvement target for the period,2023/05/18,2023/10/16,,1106678.31,112.1%,completed,q2 2024,Info Tech,Medium
GOAL835744,EMP989304,Compliance,Achieve compliance target for the period,2022/12/13,01 Jun 2023,368148.12,118892.21,32.3%,Completed,Q12022,human resources,MEDIUM
GOAL569002,EMP004673,Project Delivery,Achieve project delivery target for the period,06/01/2022,2022-04-12,551358.17,240613.42,43.6%,Overdue,Q2-2023,Sale,Medium
GOAL200772,EMP003635,Quality Improvement,Achieve quality improvement target for the period,17/01/2022,2022-04-23,135729.29,158164.61,116.5%,in progress,Q4 2023,engineering,Low
GOAL480081,EMP011195,Compliance,Achieve compliance target for the period,02/11/2021,14/03/2022,485960.05,209727.09,43.2%,Completed,q3 2022,Law,High
GOAL572807,EMP009115,Quality Improvement,Achieve quality improvement target for the period,"August 15, 2021",2022-01-02,142369.88,194745.7,136.8%,Completed,Q2 2022,Information Technology,
GOAL937315,EMP006720,PROCESS IMPROVEMENT,Achieve process improvement target for the period,2021/06/25,13 Nov 2021,712733.51,633512.1,88.9%,N/A,q2 2024,Law,LOW
GOAL273338,EMP005458,Customer Satisfaction,Achieve customer satisfaction target for the period,31 Mar 2023,"September 14, 2023",375798.49,,111.4%,overdue,2022 Q1,Ops,MEDIUM
GOAL142297,EMP009707,Skill Development,Achieve skill development target for the period,11-27-2021,2022-03-12,683553.31,234400.21,34.3%,Overdue,Q1 2021,Sales,Low
GOAL957999,EMP003744,Customer Satisfaction,Achieve customer satisfaction target for the period,"December 02, 2022",2023/03/21,114929.48,126217.86,109.8%,N/A,Q4 2023,Slaes,High
GOAL520504,EMP015799,INNOVATION,Achieve innovation target for the period,2022-03-18,2022/07/30,236136.64,,43.9%,overdue,,Eng,Low
GOAL190163,EMP000282,Innovation,,19 Jul 2021,"October 20, 2021",944576.83,814405.61,,completed,Q2 2021,Eng,high
GOAL935272,EMP014734,Sales Target,Achieve sales target target for the period,18/01/2023,16/05/2023,832987.88,1045875.11,125.6%,Overdue,Q12022,ENGINEERING,high
GOAL304504,EMP007860,Revenue Growth,Achieve revenue growth target for the period,04-25-2023,10/07/2023,72193.55,25494.47,35.3%,completed,q3 2022,Law,MEDIUM
GOAL386785,EMP000092,Team Building,Achieve team building target for the period,16/09/2023,10/03/2024,333602.44,228223.12,68.4%,,Q3 2024,Enginering,LOW
GOAL835942,EMP019771,Innovation,Achieve innovation target for the period,2021-09-14,2022/01/29,180321.2,215909.63,119.7%,cancelled,Q4 2022,LEGAL,MEDIUM
GOAL213212,EMP018101,Cost Reduction,Achieve cost reduction target for the period,02/05/2022,07-09-2022,468740.18,259116.38,55.3%,cancelled,Q12022,Marketting,LOW
GOAL470936,EMP001070,Quality Improvement,Achieve quality improvement target for the period,2022/02/18,2022-06-13,130772.82,132333.99,101.2%,in progress,Q2 2023,Operations,High
GOAL578069,EMP019047,Cost Reduction,Achieve cost reduction target for the period,01-30-2024,2024-04-21,930843.28,,91.2%,Cancelled,Q2 2021,legal,N/A
GOAL281592,EMP017595,Compliance,Achieve compliance target for the period,17 Jun 2022,2022-11-27,446363.01,336083.24,75.3%,Cancelled,Q1 2022,IT,Low
GOAL941735,EMP018580,Quality Improvement,Achieve quality improvement target for the period,"September 02, 2022",2022-10-22,627382.28,615696.33,98.1%,N/A,Q2 2023,Sale,LOW
GOAL729725,EMP019175,Process Improvement,Achieve process improvement target for the period,2022-03-10,05-20-2022,680915.76,402788.72,59.2%,overdue,Q2-2023,Cust Support,Medium
GOAL631321,EMP013126,Cost Reduction,Achieve cost reduction target for the period,"December 15, 2021",2022/06/13,539227.92,447767.09,83.0%,Completed,Q12022,Human Resources,LOW
GOAL867357,EMP004416,Productivity,Achieve productivity target for the period,28/06/2023,17/10/2023,,689080.75,101.7%,N/A,Q2 2024,engineering,MEDIUM
GOAL304816,EMP012749,Innovation,Achieve innovation target for the period,2021/08/08,11/11/2021,493331.73,264636.83,53.6%,in progress,Q2-2023,Engineering,LOW
GOAL760262,EMP000049,Skill Development,Achieve skill development target for the period,2021/11/22,25 Dec 2021,343470.54,320583.06,93.3%,in progress,Q1 2024,Fiance,N/A
GOAL232033,EMP012441,Quality Improvement,Achieve quality improvement target for the period,03-07-2022,"April 18, 2022",747947.69,950640.21,127.1%,Overdue,Q3 2021,operations,high
GOAL443499,EMP002352,Team Building,,"December 30, 2022",2023-04-16,167890.79,117723.25,70.1%,in progress,Q3 2023,operations,Low
GOAL618171,EMP012156,Sales Target,Achieve sales target target for the period,2023-07-26,01-16-2024,942534.45,318606.77,33.8%,cancelled,Q12022,Procurment,Low
GOAL586788,EMP018915,PROJECT DELIVERY,,03 Jun 2023,2023-11-04,64334.18,87872.32,136.6%,overdue,Q4 2023,Slaes,High
GOAL901352,EMP019418,Project Delivery,Achieve project delivery target for the period,25/05/2021,07/09/2021,680864.46,402887.65,59.2%,Overdue,Q4 2023,human resources,MEDIUM
GOAL299394,EMP005265,Team Building,Achieve team building target for the period,"February 05, 2022",07 Jun 2022,101227.93,43792.44,43.3%,cancelled,2023-Q3,Administration,high
GOAL542115,EMP006814,Quality Improvement,Achieve quality improvement target for the period,"January 08, 2024",27 May 2024,227840.26,131435.97,57.7%,cancelled,Q12022,HR,MEDIUM
GOAL670173,EMP011812,Compliance,Achieve compliance target for the period,22 Jan 2024,2024-05-27,673237.15,707240.61,105.1%,Completed,Q12022,FINANCE,
GOAL919822,EMP002620,Innovation,Achieve innovation target for the period,06 Jun 2021,01 Dec 2021,704083.44,887322.98,126.0%,Overdue,Q2 2021,Info Tech,
GOAL818215,EMP013146,Customer Satisfaction,Achieve customer satisfaction target for the period,"August 28, 2023",2023/12/27,671191.59,293101.84,43.7%,overdue,Q4 2021,marketing,N/A
GOAL162882,EMP012617,Innovation,Achieve innovation target for the period,22 Feb 2024,2024-08-10,957034.08,299499.82,31.3%,in progress,Q2 2024,Sale,Medium
GOAL890142,EMP014108,Sales Target,Achieve sales target target for the period,25/03/2023,2023/07/10,212217.73,81716.24,38.5%,N/A,Q4 2022,Admin,Medium
GOAL518152,EMP013044,Process Improvement,,2021/07/22,2021-09-01,515500.56,655778.89,127.2%,N/A,Q3 2022,Humaan Resources,LOW
GOAL531757,EMP013138,Customer Satisfaction,Achieve customer satisfaction target for the period,01-19-2021,2021-02-18,,112944.23,,Overdue,q2 2024,Cust Support,high
GOAL484424,EMP005634,Project Delivery,Achieve project delivery target for the period,"March 13, 2023",,801405.88,281013.05,35.1%,N/A,Q3 2023,Customer service,Low
GOAL668276,EMP002095,Project Delivery,Achieve project delivery target for the period,10-30-2023,07/04/2024,370426.4,135606.75,36.6%,N/A,Q2-2023,Proc,LOW
GOAL396626,EMP929687,Skill Development,Achieve skill development target for the period,2022/08/08,2022-10-01,778664.75,204175.47,26.2%,overdue,Q4 2022,legal,
GOAL111981,EMP017557,PRODUCTIVITY,Achieve productivity target for the period,2023/04/06,2023/08/16,869334.33,410735.01,47.2%,N/A,Q4 2021,finance,N/A
GOAL575714,EMP008364,Compliance,Achieve compliance target for the period,"August 13, 2023",2024/01/04,471954.6,231812.69,,In Progress,Q2 2023,Administraton,High
GOAL644031,EMP014116,TEAM BUILDING,Achieve team building target for the period,2022-07-18,2022-09-09,210923.64,273849.01,129.8%,completed,2022 Q1,CS,N/A
GOAL126095,EMP007299,Revenue Growth,Achieve revenue growth target for the period,2023/08/30,2024/02/26,906022.0,1264798.91,139.6%,,Q2 2024,operations,Low
GOAL493764,EMP000552,Training Completion,,09 Sep 2021,2022-01-23,144203.64,77471.53,53.7%,in progress,Q1 2022,ADMIN,
GOAL896529,EMP011016,Quality Improvement,Achieve quality improvement target for the period,2023-03-09,2023/07/21,641801.55,216990.86,33.8%,Completed,Q1 2023,CS,N/A
GOAL148590,EMP009800,Training Completion,Achieve training completion target for the period,"May 28, 2022",2022-07-21,570822.32,357749.45,62.7%,N/A,Q2 2022,Legel,N/A
GOAL738305,EMP013722,Skill Development,Achieve skill development target for the period,30/12/2022,25/06/2023,633300.21,344506.89,54.4%,in progress,Q2 2022,Ops,
GOAL491874,EMP014678,Quality Improvement,Achieve quality improvement target for the period,2022-07-30,2022/10/25,,48899.98,38.1%,In Progress,Q2 2022,finance,
GOAL313301,EMP013295,Process Improvement,Achieve process improvement target for the period,04 Aug 2023,2023-11-26,324854.29,91911.1,28.3%,,Q3 2021,HR,Medium
GOAL883654,EMP014733,COST REDUCTION,Achieve cost reduction target for the period,19 Sep 2022,29 Jan 2023,689485.31,655973.9,95.1%,Completed,Q3 2021,Legel,Low
GOAL685266,EMP001708,COMPLIANCE,Achieve compliance target for the period,2023/03/14,2023/04/27,527092.34,,133.4%,in progress,,Enginering,High
GOAL550647,EMP948611,Sales Target,Achieve sales target target for the period,08 Dec 2023,"March 28, 2024",828278.29,668457.91,80.7%,overdue,2023-Q3,Operatons,Medium
GOAL764481,EMP017967,Process Improvement,Achieve process improvement target for the period,"March 09, 2021","June 18, 2021",710220.19,785045.57,110.5%,,Q12022,Procurement,LOW
GOAL171237,EMP010097,Quality Improvement,Achieve quality improvement target for the period,21 Feb 2024,18 Apr 2024,588252.0,744524.45,126.6%,N/A,Q12022,R&D,High
GOAL200170,EMP011068,Team Building,Achieve team building target for the period,"June 19, 2022",02 Oct 2022,482162.7,597121.83,123.8%,,Q12022,Info Tech,High
GOAL218356,EMP015577,Cost Reduction,Achieve cost reduction target for the period,21 Jun 2021,07-22-2021,,131774.66,136.8%,Completed,Q3 2022,Administraton,LOW
GOAL370349,EMP016190,Customer Satisfaction,Achieve customer satisfaction target for the period,19 Jan 2023,2023/06/29,,352256.2,35.8%,N/A,Q2 2021,Fiance,High
GOAL752415,EMP015109,Training Completion,Achieve training completion target for the period,2021/04/28,"October 14, 2021",498092.28,,38.0%,cancelled,q2 2024,FINANCE,LOW
GOAL115936,EMP007346,Compliance,Achieve compliance target for the period,2023/09/23,"November 09, 2023",220776.3,262964.97,119.1%,Overdue,Q2 2024,Proc,MEDIUM
GOAL117668,EMP007169,Productivity,Achieve productivity target for the period,17/06/2023,18 Oct 2023,,711910.91,131.4%,Cancelled,q2 2024,Operations,High
GOAL263373,EMP009585,Innovation,Achieve innovation target for the period,2023/12/17,20 Apr 2024,929382.07,1190193.42,128.1%,Completed,Q2 2022,Procurement,High
GOAL136734,EMP011463,Process Improvement,Achieve process improvement target for the period,2024/02/14,12 Aug 2024,777189.94,238710.09,30.7%,Overdue,Q3 2022,legal,MEDIUM
GOAL911054,EMP017019,Project Delivery,Achieve project delivery target for the period,2022-11-22,08 Mar 2023,751307.29,404033.17,53.8%,N/A,Q2-2023,H.R.,MEDIUM
GOAL249854,EMP007483,Project Delivery,Achieve project delivery target for the period,18/12/2022,02-25-2023,270730.62,348058.03,128.6%,completed,Q2 2021,Administration,MEDIUM
GOAL304162,EMP005080,Training Completion,Achieve training completion target for the period,12-13-2023,28/01/2024,132393.6,28571.52,21.6%,in progress,Q3 2024,OPERATIONS,Low
GOAL321953,EMP011077,Skill Development,Achieve skill development target for the period,"December 16, 2023",04-28-2024,288245.75,276550.02,95.9%,in progress,Q2 2021,HR,LOW
GOAL289895,EMP014399,Compliance,Achieve compliance target for the period,2022-02-10,"June 15, 2022",828021.93,1072220.74,129.5%,N/A,q3 2022,I.T.,Low
GOAL300295,EMP006749,Revenue Growth,Achieve revenue growth target for the period,"November 28, 2023",10/02/2024,,968280.68,124.6%,Completed,Q1 2022,IT,
GOAL820429,EMP013084,Team Building,Achieve team building target for the period,"April 07, 2022",12/06/2022,555432.85,501322.99,90.3%,completed,Q2 2023,human resources,N/A
GOAL472521,EMP015726,Customer Satisfaction,Achieve customer satisfaction target for the period,"May 31, 2022",2022-08-04,344383.95,,28.1%,N/A,Q3 2021,customer support,
GOAL777386,EMP017172,Customer Satisfaction,Achieve customer satisfaction target for the period,"September 26, 2022",03 Nov 2022,251948.34,88520.21,35.1%,Completed,Q2 2023,Customer service,MEDIUM
GOAL838278,EMP009085,Quality Improvement,Achieve quality improvement target for the period,2022/01/19,08 May 2022,938531.48,1023281.53,109.0%,,Q1 2021,MARKETING,
GOAL377426,EMP008034,Compliance,Achieve compliance target for the period,2021/09/09,25/02/2022,174888.28,101000.03,57.8%,Completed,q3 2022,Marketing,high
GOAL221972,EMP012566,Training Completion,Achieve training completion target for the period,2021/02/15,"March 30, 2021",148779.34,176900.8,118.9%,In Progress,Q1 2022,Law,Low
GOAL308377,EMP017544,Customer Satisfaction,,11-22-2023,2024-04-16,327698.29,119049.12,36.3%,cancelled,,it,Low
GOAL425701,EMP011707,Quality Improvement,Achieve quality improvement target for the period,2023-01-20,,798469.48,470132.28,58.9%,in progress,Q1 2023,Operatons,LOW
GOAL948746,EMP008427,Skill Development,Achieve skill development target for the period,2024/01/02,20 Feb 2024,676513.25,258744.72,38.2%,completed,Q3 2021,customer support,Medium
GOAL367523,EMP014183,Sales Target,Achieve sales target target for the period,18 Aug 2021,09-25-2021,243099.98,285926.69,117.6%,In Progress,Q2 2022,Operatons,LOW
GOAL251292,EMP013285,Skill Development,Achieve skill development target for the period,08-13-2022,06/01/2023,840367.17,480565.04,57.2%,completed,q3 2022,Legal,N/A
GOAL470163,EMP007762,Compliance,Achieve compliance target for the period,20/02/2021,2021/07/28,531805.54,205307.13,38.6%,In Progress,Q4 2021,Cust Support,
GOAL934499,EMP018944,Team Building,Achieve team building target for the period,20 Feb 2024,30 Jul 2024,559372.22,114493.66,20.5%,in progress,Q2 2021,Administration,High
GOAL893102,EMP014544,PROCESS IMPROVEMENT,Achieve process improvement target for the period,2023/02/17,2023/07/08,357309.91,213532.97,59.8%,,Q2 2023,r&d,Low
GOAL464040,EMP016975,Quality Improvement,Achieve quality improvement target for the period,02-20-2022,22/07/2022,176889.37,229248.86,129.6%,Cancelled,q3 2022,Legal,N/A
GOAL282620,EMP011129,Compliance,Achieve compliance target for the period,"October 02, 2023",12 Dec 2023,705952.32,747256.59,105.9%,in progress,Q1 2023,Marketting,high
GOAL853113,EMP010485,Cost Reduction,Achieve cost reduction target for the period,2021-09-28,"February 14, 2022",700090.38,775346.47,110.7%,completed,Q4 2021,Research and Development,
GOAL656905,EMP002913,Skill Development,Achieve skill development target for the period,2023/03/14,"July 16, 2023",434964.05,499022.61,114.7%,Completed,Q2 2024,Information Technology,LOW
GOAL393852,EMP000129,Revenue Growth,Achieve revenue growth target for the period,07 Mar 2023,29 Jul 2023,873964.81,1126828.35,128.9%,In Progress,Q3 2021,Legel,Medium
GOAL983331,EMP012661,Customer Satisfaction,Achieve customer satisfaction target for the period,12 Nov 2022,22 Jan 2023,428339.11,,31.7%,overdue,Q4 2021,Sale,high
GOAL537556,EMP008775,Process Improvement,Achieve process improvement target for the period,2023/03/27,"May 04, 2023",636635.84,,42.4%,Cancelled,Q3 2024,legal,High
GOAL562405,EMP002386,Project Delivery,,"March 07, 2022",07/08/2022,701093.47,599264.32,85.5%,N/A,Q4 2021,Humaan Resources,high
GOAL379597,EMP012018,Training Completion,Achieve training completion target for the period,2022-01-09,2022-02-23,281243.62,337584.62,120.0%,overdue,,Enginering,
GOAL334952,EMP018981,Compliance,Achieve compliance target for the period,26 Dec 2021,2022/03/07,344090.66,148845.72,43.3%,Completed,Q2 2024,Research and Development,LOW
GOAL542079,EMP004763,Skill Development,Achieve skill development target for the period,26 Jan 2023,"April 06, 2023",856481.39,997947.42,116.5%,,Q1 2022,Info Tech,MEDIUM
GOAL974343,EMP019378,Sales Target,Achieve sales target target for the period,2021-05-28,"October 15, 2021",458728.9,381537.49,83.2%,completed,2023-Q3,Fin,N/A
GOAL835528,EMP011676,Quality Improvement,Achieve quality improvement target for the period,09-09-2021,2022/01/10,816257.81,,88.4%,N/A,Q1 2021,Marketting,Low
GOAL568748,EMP002471,Revenue Growth,Achieve revenue growth target for the period,11-25-2022,2023/01/25,264481.33,241435.23,91.3%,N/A,Q4 2021,finance,N/A
GOAL699050,EMP018351,Quality Improvement,Achieve quality improvement target for the period,"October 17, 2021",11-26-2021,958290.89,1338995.39,139.7%,completed,Q1 2023,Legel,Medium
GOAL845719,EMP011522,Productivity,Achieve productivity target for the period,17 Feb 2024,2024-04-26,487507.81,,51.2%,In Progress,Q1 2022,Human Resources,high
GOAL287086,EMP000974,Innovation,Achieve innovation target for the period,2022-12-23,02-13-2023,153054.73,94898.67,,N/A,q2 2024,R&D,Medium
GOAL315914,EMP011635,Customer Satisfaction,Achieve customer satisfaction target for the period,10-15-2023,2024-03-18,265815.89,193994.54,73.0%,cancelled,Q4 2023,Marketting,high
GOAL106354,EMP958752,Cost Reduction,Achieve cost reduction target for the period,23/07/2023,2023/11/19,598176.72,577062.08,96.5%,completed,Q4 2021,r&d,
