review_id,employee_id,review_period,review_date,reviewer_id,performance_score,rating_label,goals_achieved_pct,communication_score,teamwork_score,leadership_score,technical_score,comments,department,created_at
REV700143,EMP018147,Q2 2024,13/06/2024,EMP005613,4.6,AVG,32%,4.0,1.3,5.0,3.2,needs improvement,Enginering,13/06/2024
REV456965,EMP009775,Q3 2022,2021/07/04,EMP015572,2.5,5 - Excellent,56%,1.2,4.1,,4.1,Shows initiative,human resources,04 Jul 2021
REV667343,EMP004922,Q1 2021,2021/06/24,EMP000267,2.0,EXCELLENT,36%,3.7,3.9,4.4,1.8,Needs improvement,Fiance,2021/06/24
REV734319,EMP009350,Q2 2024,"December 10, 2023",EMP002779,1.0,Below Avg,,1.4,4.0,4.5,1.5,Meets expectations,Slaes,"December 10, 2023"
REV842894,EMP015746,Q2 2021,13/11/2023,EMP001077,3.3,4-Good,24%,4.0,4.3,4.7,4.6,Great team player,Engineerng,2023-11-13
REV943084,EMP006833,Q3 2022,04 Jul 2021,EMP012721,3.4,Average,88%,2.7,2.3,3.3,3.5,needs improvement,IT,04 Jul 2021
REV892798,EMP008441,Q1 2024,"May 19, 2021",EMP007172,4.1,5 - Excellent,25%,2.1,2.5,4.7,3.5,Outstanding leadership,RnD,2021-05-19
REV693722,EMP015022,Q1 2022,"January 10, 2023",EMP010286,3.3,Below Average,65%,,2.8,3.5,3.5,good performer,HR,10 Jan 2023
REV681412,EMP000730,Q1 2022,13/08/2022,EMP013124,4.4,Below Average,,,3.6,3.4,4.1,Shows initiative,Sale,2022-08-13
REV190338,EMP002479,Q3 2024,28 Nov 2023,EMP010824,3.7,good,81%,1.5,2.0,3.5,2.1,Shows initiative,engineering,2023-11-28
REV812715,EMP008002,Q3 2023,2024/09/28,EMP010878,1.8,2-Below Average,86%,3.1,4.5,2.5,3.0,Meets expectations,finance,2024-09-28
REV385379,EMP011490,Q1 2022,2021/07/02,EMP004299,2.0,AVG,55%,,1.3,3.0,1.0,Exceeded expectations,Info Tech,02/07/2021
REV448144,EMP006258,Q1 2021,2024-06-22,EMP008006,2.3,Average,68%,4.4,1.2,4.7,4.0,Needs improvement,Human Resource,"June 22, 2024"
REV180290,EMP006795,Q2 2023,11 Aug 2021,EMP007019,"""2.5""",4-Good,70%,1.3,1.4,1.2,,Consistent results,FINANCE,2021/08/11
REV699828,EMP006058,Q3 2024,30 Nov 2022,EMP014547,2.9,Excellent,81%,1.4,4.4,1.1,3.8,Consistent results,Research & Dev,11-30-2022
REV629776,EMP002855,Q1 2021,04-30-2024,EMP001997,3.7,POOR,49%,,1.4,2.6,4.2,Great team player,r&d,"April 30, 2024"
REV332242,EMP009053,Q1 2021,07/09/2024,EMP016756,2.4,Average,100%,4.8,4.8,4.0,1.6,consistent results,FINANCE,07 Sep 2024
REV952061,EMP010157,Q2 2022,21 Sep 2024,EMP010435,3.1,Below Average,57%,4.7,2.6,4.8,1.6,Outstanding leadership,ENGINEERING,"September 21, 2024"
REV725228,EMP006251,Q42022,14/05/2021,EMP007186,2.5,good,94%,2.1,2.6,4.1,3.7,Consistent results,Ops,14 May 2021
REV422144,EMP003709,Q2 2022,09 May 2023,EMP000214,3.8,Below Average,65%,1.2,1.5,3.8,4.1,Struggles with deadlines,Sale,09/05/2023
REV229973,EMP004701,Q4 2022,18/02/2024,EMP011032,4.4 ,4 - Good,85%,1.5,3.7,5.0,1.2,Exceeded expectations,Administraton,2024-02-18
REV841907,EMP005582,Q2 2023,28/04/2022,EMP005452,5.0,poor,36%,4.0,2.7,4.8,3.9,Exceeded expectations,RnD,28/04/2022
REV607038,EMP005117,Q1 2024,02-15-2024,EMP004696,5.0,poor,49%,4.0,2.6,2.2,3.5,needs improvement,I.T.,15/02/2024
REV751509,EMP016856,Q2 2021,04-11-2021,EMP008760,,Good,64%,1.2,4.9,4.6,3.3,Meets expectations,Fiance,2021/04/11
REV395699,EMP004391,Q3 2024,"August 04, 2022",EMP015917,4.8,AVG,36%,1.5,1.8,4.4,1.4,Great team player,I.T.,2022/08/04
REV468517,EMP019655,Q1 2024,"December 10, 2022",EMP003480,4.8,below average,75%,2.5,,2.9,1.4,Good performer,Law,10 Dec 2022
REV443393,EMP009165,Q2 2021,2023/03/03,EMP003450,3.1,3 - Average,45%,3.7,2.7,1.1,3.0,Needs improvement,Slaes,2023/03/03
REV209002,EMP007499,Q4 2023,27 Nov 2022,EMP006268,3.5,good,55%,4.7,4.7,3.5,1.2,good performer,Fin,2022-11-27
REV229566,EMP015649,Q2 2024,23/07/2021,EMP003465,2.3,4-Good,80%,2.1,3.6,1.9,2.1,NEEDS IMPROVEMENT,admin,23 Jul 2021
REV638696,EMP013776,Q3 2021,15 May 2024,EMP017760,4.3,Below Average,55%,,4.8,3.1,4.9,Struggles with deadlines,Slaes,15 May 2024
REV911433,EMP004154,Q4 2023,05 Feb 2024,EMP018163,2.7,AVG,,3.4,2.6,1.9,4.5,N/A,Research & Dev,2024-02-05
REV225915,EMP016418,Q4 2022,2021/09/05,EMP017413,3.8,3 - Average,38%,,1.1,4.6,3.0,EXCEEDED EXPECTATIONS,Finance,2021-09-05
REV971887,EMP007464,Q1 2024,04-17-2022,EMP019356,,3 - Average,64%,1.2,4.2,,,N/A,finance,04-17-2022
REV610937,EMP011766,Q2 2021,2023-01-20,EMP001781,2.7,Average,90%,4.6,3.1,2.0,2.0,Reliable and dedicated,PROCUREMENT,"January 20, 2023"
REV630833,EMP002662,Q3 2024,23/01/2024,EMP010150,2.1,good,72%,3.5,3.2,1.6,3.8,Excellent communicator,Engineering,2024/01/23
REV211930,EMP018970,Q2 2023,06-07-2022,EMP006941,1.8,1 - Poor,76%,2.6,1.4,4.1,,,RnD,06-07-2022
REV211991,EMP016696,Q1 2023,2022-12-28,EMP002501,1.3,excellent,84%,2.9,3.9,2.7,,Room for growth,ADMIN,28 Dec 2022
REV723610,EMP005757,Q1 2024,07-21-2023,EMP001924,2.4,below average,23%,2.9,3.5,2.4,3.6,Good performer,it,21 Jul 2023
REV286612,EMP013538,Q1 2021,02/11/2021,EMP004140,1.0,4 - Good,63%,4.3,2.9,3.6,3.9,Good performer,Legel,11-02-2021
REV990874,EMP014590,Q4 2022,24/03/2022,EMP018267,1.2,3 - Average,,2.6,2.4,2.8,4.4,Shows initiative,Procurment,24 Mar 2022
REV427567,EMP002257,Q4 2021,05/07/2024,EMP002303,2.6 ,Below Avg,81%,4.0,4.7,2.7,4.8,Excellent communicator,Legal,"July 05, 2024"
REV619872,EMP005901,Q22023,"May 30, 2021",EMP016515,5.0,below average,61%,3.2,1.7,3.6,1.2,Great team player,Customer Support,30 May 2021
REV450690,EMP002978,Q2 2023,29/06/2024,EMP015189,1.1,Below Average,22%,2.2,2.8,1.4,3.1,needs improvement,it,2024/06/29
REV898824,EMP003599,Q2 2024,21 Oct 2023,EMP015862,2.2,Good,63%,2.1,4.2,3.9,3.9,Meets expectations,Information Technology,10-21-2023
REV306128,EMP011180,Q3 2022,08 Sep 2024,EMP001642,3.3 ,Good,41%,2.9,4.3,1.3,3.1,Consistent results,operations,08 Sep 2024
REV798767,EMP012758,Q2 2024,2024/06/01,EMP012377,1.1,Good,95%,3.5,4.1,3.3,,Good performer,Humaan Resources,01 Jun 2024
REV105820,EMP008211,Q3 2021,"March 28, 2023",,"""3.4""",3-Avg,34%,1.2,3.2,4.1,4.0,Outstanding leadership,Research and Development,28/03/2023
REV529486,EMP007529,Q3 2022,2023-04-23,EMP015260,1.7,Below Average,71%,4.0,4.9,,2.7,consistent results,Ops,23 Apr 2023
REV381852,EMP003132,Q1 2021,2022/03/13,EMP013926,4.1,Good,95%,2.7,1.6,3.7,1.8,Excellent communicator,Procurement,"March 13, 2022"
REV395753,EMP000021,Q2 2024,02 Feb 2022,EMP017577,4.9,4-Good,69%,1.3,3.4,,1.5,needs improvement,procurement,2022/02/02
REV267280,EMP008167,Q2 2022,24 Dec 2023,EMP019742,4.8 ,3-Avg,34%,3.7,4.3,2.8,3.8,Room for growth,Legel,2023/12/24
REV480315,EMP001016,Q4 2022,2023/06/13,EMP019267,2.0,excellent,29%,4.8,,,3.9,Meets expectations,Humaan Resources,06-13-2023
REV108658,EMP004542,Q4 2021,15/06/2021,EMP001342,4.7,Below Avg,57%,4.6,4.7,,2.4,Exceeded expectations,it,06-15-2021
REV903220,EMP013162,Q3 2022,"October 11, 2022",EMP007564,2.9,BELOW AVG,,1.4,4.6,3.2,1.3,consistent results,human resources,2022/10/11
REV151154,EMP007033,Q1 2024,07/02/2024,EMP014874,2.9,3 - Average,85%,1.3,4.0,,3.8,,procurement,07 Feb 2024
REV835132,EMP017262,Q4 2023,2021/01/20,EMP019080,1.8,Good,,2.7,1.8,1.2,4.3,Consistent results,IT,2021/01/20
REV496925,EMP018360,Q1 2022,30 Aug 2022,EMP017160,4.3,3-Avg,68%,2.4,3.2,2.2,1.3,Shows initiative,Engineering,08-30-2022
REV533441,EMP011786,Q3 2022,07-08-2023,EMP013218,2.9,Below Avg,21%,,5.0,3.4,4.2,Good performer,Research & Dev,07-08-2023
REV479247,EMP003658,Q2 2022,06/11/2021,EMP013465,,Good,34%,4.3,1.5,3.0,2.4,Outstanding leadership,Law,11-06-2021
REV832657,EMP006095,Q2 2024,2021-04-28,EMP003145,3.7,5-Excellent,76%,2.2,3.7,3.1,,Reliable and dedicated,Cust Support,2021-04-28
REV376540,EMP015339,Q1 2023,"August 02, 2024",EMP006720,5.0,5-Excellent,58%,1.6,4.3,3.3,3.2,Needs improvement,Mktg,2024/08/02
REV161379,EMP003542,Q1 2024,"February 26, 2022",EMP009965,4.1,good,,1.4,3.3,4.7,4.3,Outstanding leadership,Cust Support,26/02/2022
REV598009,EMP015993,Q1 2022,2021/03/13,EMP015157,1.6,GOOD,95%,2.0,3.1,,,,PROCUREMENT,2021/03/13
REV270976,EMP005492,Q3 2022,11-15-2023,EMP003170,4.9,Good,47%,3.6,,5.0,4.9,N/A,ADMIN,"November 15, 2023"
REV610132,EMP011695,Q1 2023,02-15-2023,EMP000355,,Below Avg,58%,3.1,1.3,1.7,3.5,Good performer,Mktg,15 Feb 2023
REV480918,EMP002773,Q2 2021,02-09-2021,EMP001766,2.0,average,29%,4.6,4.7,1.4,3.5,Needs improvement,Human Resources,2021-02-09
REV334029,EMP010263,Q3 2023,12/01/2023,EMP006041,1.8,4 - Good,25%,3.3,2.0,2.8,3.0,Consistent results,Customer service,2023/01/12
REV814445,EMP008149,Q1 2022,"March 02, 2021",EMP003306,1.1,GOOD,48%,2.4,3.2,4.2,3.3,N/A,customer support,02/03/2021
REV364471,EMP016489,Q1 2021,2021/09/13,EMP018372,2.8,good,39%,4.9,,3.3,3.0,Reliable and dedicated,RnD,13/09/2021
REV249879,EMP018855,Q1 2024,03-25-2021,EMP017250,4.6,GOOD,58%,4.0,3.1,2.5,2.6,Room for growth,Info Tech,25 Mar 2021
REV656999,EMP015717,Q4 2023,10/05/2024,EMP005419,2.6,Below Average,62%,4.5,2.1,2.0,4.2,Needs improvement,Mktg,10 May 2024
REV768688,EMP014279,Q1 2022,05 Jul 2023,EMP014170,4.8,Good,56%,1.4,3.7,1.6,1.2,Excellent communicator,it,05/07/2023
REV649632,EMP013179,Q32023,2022-03-18,EMP006015,1.2,Good,62%,1.9,2.2,3.9,1.1,Room for growth,procurement,03-18-2022
REV505385,EMP013233,Q1 2024,12/06/2022,EMP008723,2.7,AVG,76%,3.8,3.5,2.4,1.2,Consistent results,H.R.,"June 12, 2022"
REV745943,EMP016981,Q3 2023,2021-01-08,EMP017590,,Below Average,48%,3.9,1.2,1.2,2.4,,Engineering,2021/01/08
REV371382,EMP016067,Q3 2023,06/06/2021,EMP007240,4.7,5 - Excellent,,3.1,4.0,2.8,4.3,Struggles with deadlines,SALES,06 Jun 2021
REV825564,EMP017871,Q2 2021,17 Mar 2023,EMP013021,4.8,3 - Average,71%,4.6,3.0,3.8,2.2,Needs improvement,sales,17 Mar 2023
REV488859,EMP001548,Q1 2022,2022-03-07,EMP008380,1.5,good,89%,3.8,2.2,3.5,1.6,Room for growth,FINANCE,07/03/2022
REV143983,EMP019959,Q4 2023,2021-01-31,EMP004017,4.7,1-Poor,40%,1.0,,,1.8,,Administraton,2021-01-31
REV269947,EMP015453,Q4 2021,2024-06-26,EMP001389,3.3,AVG,63%,4.6,3.7,1.0,3.5,Outstanding leadership,Legel,2024-06-26
REV800425,EMP924826,Q2 2021,08-18-2023,EMP009771,4.6,poor,28%,2.2,2.2,4.2,1.1,Struggles with deadlines,Fin,08-18-2023
REV837252,EMP011931,Q2 2023,2023-09-04,EMP012033,3.1,3-Avg,,4.2,3.8,1.3,2.0,consistent results,r&d,2023/09/04
REV878925,EMP018767,Q3 2024,04 Apr 2021,EMP012779,1.3,2-Below Average,78%,5.0,2.8,1.4,4.3,,Cust Support,2021-04-04
REV844401,EMP003432,Q1 2024,"August 14, 2024",EMP009131,4.6,4-Good,,1.8,2.4,4.9,,,human resources,2024-08-14
REV781497,EMP008053,Q3 2023,13/05/2022,EMP018223,1.3,3-Avg,45%,4.4,2.1,4.0,4.3,Reliable and dedicated,MARKETING,2022/05/13
REV161472,EMP008650,Q4 2023,04-30-2023,EMP010600,3.8,Good,53%,4.3,2.2,4.5,4.0,good performer,H.R.,2023-04-30
REV375175,EMP013592,Q3 2021,09-11-2022,EMP005137,3.3,4-Good,27%,1.3,3.2,4.1,2.6,Exceeded expectations,Slaes,11 Sep 2022
REV835571,EMP011156,Q4 2021,2021-05-08,EMP000219,2.8,Below Average,78%,1.9,4.6,3.0,1.1,Meets expectations,Marketting,08/05/2021
REV127126,EMP008286,Q2 2022,10/03/2024,EMP000149,4.2,excellent,61%,2.1,3.0,1.3,,Reliable and dedicated,legal,03-10-2024
REV927292,EMP000227,Q2 2021,"June 13, 2023",EMP015664,4.3,4 - Good,34%,3.0,1.2,1.4,2.8,good performer,Procurment,13/06/2023
REV343527,EMP013694,Q1 2024,"August 22, 2022",,2.8,Below Average,68%,2.0,4.0,3.9,4.6,Consistent results,Customer Support,2022/08/22
REV524931,EMP014060,Q2 2021,2021/08/25,EMP017618,3.7,GOOD,35%,2.2,4.2,4.4,4.2,Shows initiative,Marketting,25 Aug 2021
REV450395,EMP000693,Q3 2021,"July 22, 2024",EMP004654,5.0,Excellent,65%,,1.1,,2.7,Meets expectations,Administration,07-22-2024
REV308474,EMP002707,Q4 2022,02-03-2024,EMP019171,4.1,good,48%,,3.6,4.7,2.5,Meets expectations,Cust Support,02-03-2024
REV345070,EMP012646,Q1 2024,2024-01-29,EMP002475,2.0,3 - Average,51%,2.5,1.8,4.7,,Great team player,legal,"January 29, 2024"
REV342545,EMP004916,Q1 2024,2021/12/21,EMP009827,,AVG,42%,3.2,2.1,1.9,2.2,Consistent results,Mktg,21/12/2021
REV979359,EMP000009,Q1 2021,27/03/2023,EMP008721,5.0,3-Avg,76%,2.4,2.2,4.5,4.3,EXCEEDED EXPECTATIONS,Eng,"March 27, 2023"
REV721247,EMP007459,Q2 2022,09 Mar 2023,EMP003386,3.2,excellent,87%,4.9,4.4,1.4,2.3,,CS,09 Mar 2023
REV955203,EMP010652,Q1 2023,26/06/2021,EMP014565,3.6 ,2-Below Average,80%,3.5,4.5,2.8,4.5,Meets expectations,engineering,2021/06/26
REV736482,EMP016366,Q1 2024,26/01/2023,,3.5,GOOD,40%,4.6,4.2,3.7,1.9,Excellent communicator,I.T.,26 Jan 2023
REV660394,EMP019827,Q3 2023,2024-06-11,EMP007502,4.7,3 - Average,37%,3.5,1.8,4.0,3.2,N/A,engineering,06-11-2024
REV977157,EMP001208,Q1 2021,2023/09/05,EMP008108,3.8,Below Average,39%,,4.3,,1.5,NEEDS IMPROVEMENT,procurement,2023/09/05
REV358116,EMP008559,Q4 2023,06-24-2021,EMP011923,4.1,Average,20%,3.7,4.1,,3.6,Shows initiative,Engineerng,24/06/2021
REV919095,EMP011765,Q4 2023,"January 13, 2021",EMP010523,3.1,GOOD,30%,2.6,1.4,3.3,1.1,,IT,13/01/2021
REV811400,EMP017748,Q1 2023,2023-11-27,EMP001283,4.3,4 - Good,83%,4.9,2.7,4.6,2.1,N/A,finance,2023/11/27
REV250265,EMP007987,Q4 2022,"September 16, 2021",EMP001061,3.3,3-Avg,61%,2.6,4.4,3.4,2.0,Struggles with deadlines,Operations,16 Sep 2021
REV962897,EMP019854,Q32024,2023/05/25,EMP004593,3.3,good,29%,3.5,4.1,,2.2,Meets expectations,SALES,25 May 2023
REV651010,EMP007318,Q1 2024,05-08-2024,EMP000196,4.9,EXCELLENT,78%,4.5,3.1,3.6,1.7,NEEDS IMPROVEMENT,Slaes,08/05/2024
REV122489,EMP011683,Q1 2021,"September 11, 2024",EMP001231,1.1,average,51%,2.3,3.1,3.9,1.7,N/A,Marketting,11 Sep 2024
REV264065,EMP010887,Q2 2023,04 Mar 2022,,,Good,,2.5,1.1,1.5,2.4,Struggles with deadlines,Proc,2022/03/04
REV522162,EMP006748,Q2 2024,08-16-2021,EMP000889,2.1,Below Average,65%,4.7,4.9,1.4,1.6,Needs improvement,Engineerng,16/08/2021
REV925636,EMP007199,Q4 2023,06-26-2024,,3.9,EXCELLENT,83%,3.7,1.0,2.4,2.7,Excellent communicator,Cust Support,26 Jun 2024
REV370623,EMP016616,Q12023,16/05/2024,EMP001683,"""1.7""",Below Avg,65%,2.1,1.2,4.9,4.9,consistent results,ADMIN,2024-05-16
REV744437,EMP017981,Q2 2022,15/03/2024,EMP004168,1.1,5 - Excellent,34%,1.8,2.3,3.5,1.5,good performer,Fiance,15/03/2024
REV554574,EMP012727,Q4 2021,2023-01-25,EMP007806,1.7,4-Good,75%,3.1,3.5,2.9,4.7,Meets expectations,Research & Dev,01-25-2023
REV106570,EMP013614,Q1 2023,2024/05/18,EMP017874,3.6,excellent,25%,2.6,3.2,5.0,3.0,N/A,RnD,18/05/2024
REV530153,EMP002830,Q1 2024,01 Aug 2021,EMP019605,4.2,EXCELLENT,32%,3.8,,1.2,4.3,Shows initiative,Slaes,2021/08/01
REV621187,EMP005156,Q1 2022,2022/01/01,EMP019784,,good,66%,3.6,4.1,2.2,3.9,Meets expectations,Slaes,2022/01/01
REV496342,EMP017014,Q1 2021,15 Jun 2022,EMP016876,3.1,Average,46%,1.3,4.2,3.6,1.7,,procurement,"June 15, 2022"
REV553687,EMP005862,Q4 2023,21/05/2021,EMP005012,1.2,Average,59%,3.4,3.8,3.3,4.5,needs improvement,Law,05-21-2021
REV683613,EMP001008,Q2 2021,19/09/2023,EMP016970,2.2,average,40%,3.4,1.7,4.3,2.1,good performer,Law,09-19-2023
REV447943,EMP000843,Q1 2024,2023/10/05,EMP005950,1.1,good,,4.9,3.1,4.8,,Good performer,SALES,10-05-2023
REV632476,EMP012450,Q1 2021,"September 03, 2023",EMP019110,1.9,4 - Good,92%,4.8,2.4,3.2,3.9,good performer,procurement,03/09/2023
REV681732,EMP008685,Q4 2022,20 Sep 2023,EMP010555,3.1,1-Poor,58%,2.6,2.7,1.5,3.0,Great team player,Administration,2023-09-20
REV917017,EMP001950,Q2 2024,08-18-2022,EMP003111,1.3,poor,89%,,4.8,2.6,2.1,Meets expectations,OPERATIONS,08-18-2022
REV360108,EMP010678,Q42022,2024/01/21,EMP002792,4.9,Below Average,38%,3.3,4.4,4.6,1.5,EXCEEDED EXPECTATIONS,CS,2024/01/21
REV338005,EMP008618,Q2 2024,2021-12-25,,1.2,3-Avg,46%,2.7,3.3,3.4,5.0,Struggles with deadlines,Cust Support,12-25-2021
REV232275,EMP009215,Q2 2021,2022-11-19,EMP011649,1.2,EXCELLENT,71%,1.5,1.3,,4.8,Meets expectations,Research and Development,19/11/2022
REV504380,EMP002048,Q1 2021,01-24-2021,EMP015229,2.4 ,3-Avg,76%,2.7,2.1,1.2,4.6,Shows initiative,Procurment,"January 24, 2021"
REV734824,EMP009907,Q3 2023,2021-12-23,EMP013381,3.6,3-Avg,24%,2.5,3.8,3.9,2.9,EXCEEDED EXPECTATIONS,Slaes,2021-12-23
REV929020,EMP001978,Q2 2024,"January 23, 2024",EMP003096,2.1,GOOD,30%,3.2,4.4,2.8,3.2,Good performer,Admin,2024-01-23
REV252706,EMP007129,Q2 2021,11-13-2021,EMP005576,2.3,Poor,57%,1.7,4.5,2.7,1.5,needs improvement,I.T.,2021/11/13
REV705084,EMP012979,Q3 2021,2024-03-08,EMP008666,2.1,Average,,1.6,4.9,2.5,3.1,Excellent communicator,Procurement,08 Mar 2024
REV581275,EMP011320,Q12023,2024/01/25,EMP012259,4.8,Good,93%,4.4,1.8,1.5,1.3,Meets expectations,Engineering,2024/01/25
REV936101,EMP017126,Q3 2023,2024/08/30,EMP010519,3.3,3 - Average,95%,4.4,1.2,1.9,2.2,,Fin,2024/08/30
REV539708,EMP019394,Q4 2021,2023-12-20,EMP003913,4.9,good,77%,4.5,3.6,2.1,3.1,Reliable and dedicated,Engineerng,2023-12-20
REV273414,EMP006443,Q4 2021,2022/05/20,EMP016637,3.5,Excellent,76%,1.3,3.8,2.7,2.5,NEEDS IMPROVEMENT,H.R.,20/05/2022
REV984311,EMP014300,Q4 2023,17 Jul 2024,EMP007229,4.0,AVG,40%,2.4,2.8,,4.0,N/A,Human Resource,2024/07/17
REV472581,EMP005476,Q1 2021,01-06-2024,EMP018528,4.1,Average,94%,4.3,1.4,4.4,1.2,Exceeded expectations,Cust Support,06/01/2024
REV895427,EMP006220,Q4 2023,2023-01-03,,2.1,Below Average,73%,2.7,1.6,2.3,1.2,Needs improvement,OPERATIONS,01-03-2023
REV764274,EMP019535,Q2 2023,2022-09-28,EMP013256,2.5,Average,60%,1.6,3.4,,2.4,Needs improvement,Operations,2022-09-28
REV477434,EMP010529,Q1 2023,2021/03/05,EMP001662,5.0,3 - Average,,3.9,2.2,3.0,,Meets expectations,ADMIN,05 Mar 2021
REV502355,EMP017453,Q2 2021,17 Aug 2021,EMP015391,4.5,GOOD,83%,5.0,4.4,2.9,4.9,Reliable and dedicated,Procurment,17 Aug 2021
REV608829,EMP006491,Q3 2021,2022-05-20,EMP018441,4.5,3-Avg,23%,3.4,4.8,1.4,2.5,consistent results,Cust Support,05-20-2022
REV207073,EMP010225,Q1 2022,"June 13, 2023",EMP007446,4.9,good,77%,2.4,4.6,2.1,,,customer support,2023/06/13
REV382012,EMP017469,Q3 2022,06-11-2024,EMP009694,4.1,good,33%,3.6,2.0,1.5,1.7,Room for growth,ENGINEERING,11/06/2024
REV126055,EMP012565,Q12021,25/08/2024,EMP019642,1.5,good,71%,3.6,2.9,5.0,,consistent results,SALES,25/08/2024
REV553718,EMP007416,Q3 2021,05/11/2022,EMP017082,3.4,2-Below Average,94%,2.0,4.7,4.5,3.9,Meets expectations,Fiance,2022/11/05
REV676107,EMP003727,Q2 2024,19 Mar 2021,EMP006719,4.5,3-Avg,66%,4.4,2.4,2.7,3.8,N/A,Sale,2021/03/19
REV980488,EMP011045,Q3 2022,2023-01-24,EMP001590,1.2,4 - Good,61%,4.2,,3.8,1.2,needs improvement,Ops,"January 24, 2023"
REV822363,EMP008372,Q4 2023,31 Dec 2023,EMP017822,,below average,92%,4.1,2.7,,2.5,N/A,H.R.,12-31-2023
REV202247,EMP011331,Q4 2021,14/11/2023,EMP005055,4.2 ,Good,29%,4.3,4.9,4.0,5.0,,OPERATIONS,2023/11/14
REV942709,EMP012719,Q3 2022,30 Nov 2021,EMP009525,,4-Good,50%,2.1,1.8,4.7,4.6,Shows initiative,Engineerng,30/11/2021
REV565554,EMP010962,Q4 2022,2021/06/14,EMP014023,1.9,AVG,27%,2.8,1.7,3.0,4.8,Exceeded expectations,CS,06-14-2021
REV617994,EMP002677,Q2 2022,2023-11-03,EMP002804,1.9,good,71%,2.1,1.5,3.9,2.5,EXCEEDED EXPECTATIONS,r&d,2023-11-03
REV243662,EMP016397,Q2 2023,"August 11, 2023",EMP001088,1.3,good,66%,1.0,3.0,2.8,4.4,Meets expectations,Research & Dev,2023-08-11
REV556872,EMP006904,Q3 2024,2023/08/23,EMP006067,,1 - Poor,69%,,2.6,2.2,3.7,Room for growth,admin,08-23-2023
REV312853,EMP005271,Q2 2022,"February 26, 2022",,1.6,GOOD,38%,3.1,3.5,1.8,4.7,needs improvement,engineering,26 Feb 2022
REV420334,EMP010435,Q2 2021,04-02-2023,,2.8,Excellent,30%,3.5,3.5,4.6,,N/A,Slaes,02/04/2023
REV133795,EMP004170,Q2 2024,01-08-2021,EMP015842,4.2,5-Excellent,34%,3.0,3.7,4.0,2.3,Room for growth,Eng,01-08-2021
REV524942,EMP002502,Q3 2021,05/06/2021,EMP014746,,3 - Average,99%,4.8,1.2,1.4,4.5,Exceeded expectations,r&d,2021/06/05
REV236010,EMP016897,Q1 2023,2024-06-06,EMP003493,3.3,AVG,78%,3.9,2.6,2.8,1.9,Struggles with deadlines,H.R.,06/06/2024
REV679761,EMP000987,Q4 2023,"September 12, 2021",EMP006955,3.8,BELOW AVG,,3.9,1.9,2.9,,Reliable and dedicated,Slaes,"September 12, 2021"
REV102883,EMP004555,Q3 2021,"February 09, 2022",EMP006440,,average,75%,1.9,1.0,1.4,4.8,Reliable and dedicated,MARKETING,09 Feb 2022
REV455341,EMP017842,Q2 2024,05 Jul 2023,EMP000002,3.7,4 - Good,72%,4.4,3.5,,1.4,,Human Resources,2023/07/05
REV389983,EMP001148,Q2 2023,04-08-2022,EMP014053,4.4,3-Avg,22%,4.6,3.2,,3.3,needs improvement,Customer Support,2022-04-08
REV751626,EMP013490,Q2 2022,15/01/2021,EMP019613,3.8,Good,72%,3.2,4.6,,2.4,N/A,Administration,15 Jan 2021
REV278733,EMP009146,Q1 2024,18/11/2022,,1.4,good,28%,1.8,1.9,1.8,1.0,Excellent communicator,Administration,"November 18, 2022"
REV174044,EMP002823,Q3 2024,18 Mar 2023,EMP003968,4.6,EXCELLENT,,3.2,2.0,,2.1,Meets expectations,SALES,03-18-2023
REV568384,EMP007716,Q2 2022,"October 14, 2023",EMP019274,2.4 ,AVG,71%,1.5,4.5,1.8,3.0,Needs improvement,legal,14 Oct 2023
REV576585,EMP012564,Q2 2022,"July 12, 2022",EMP006216,4.8 ,excellent,37%,4.1,,1.7,2.4,consistent results,Operatons,07-12-2022
REV606536,EMP007300,Q4 2022,2021/11/14,EMP003988,1.4,below average,69%,3.9,1.9,3.2,3.9,Excellent communicator,Legel,2021/11/14
REV202169,EMP000043,Q3 2023,09 May 2024,EMP002289,3.8,Below Avg,95%,4.2,3.0,4.1,1.8,N/A,Marketting,2024/05/09
REV710239,EMP019233,Q1 2021,"June 14, 2022",EMP017673,2.3,2-Below Average,76%,2.8,4.1,3.9,1.4,needs improvement,Slaes,2022-06-14
REV588781,EMP010669,Q2 2024,10-21-2021,EMP002861,4.5,Below Average,,2.8,1.5,1.2,2.4,Struggles with deadlines,Sale,10-21-2021
REV644681,EMP018333,Q2 2021,26/10/2021,EMP017525,1.9,GOOD,95%,1.3,3.4,1.9,3.0,Consistent results,Fiance,2021-10-26
REV270204,EMP015393,Q3 2021,14 Nov 2023,EMP011889,3.6,4 - Good,92%,3.1,1.7,4.5,3.8,Meets expectations,ENGINEERING,"November 14, 2023"
REV798238,EMP003092,Q4 2021,19/06/2024,EMP009916,2.7,3-Avg,22%,4.0,2.0,1.7,3.9,Meets expectations,sales,"June 19, 2024"
REV886587,EMP019256,Q2 2024,07-08-2023,EMP004347,3.6,Average,44%,1.1,4.6,2.6,4.4,Struggles with deadlines,Administraton,2023-07-08
REV757101,EMP017839,Q32022,26 Aug 2021,EMP001564,1.3,Below Average,90%,2.3,,3.1,1.5,Meets expectations,Customer Support,2021/08/26
REV918339,EMP019832,Q4 2021,20 Jul 2023,EMP019205,,good,23%,4.1,,4.2,1.6,Exceeded expectations,Sale,07-20-2023
